,Filename,UtteranceName,Speaker,Text,Start,End,Length
397,CA-FB-MG,98_Parent_CA-FB-MG,Parent,Ça a pas des branchies.,639.0,670.0,5
405,CA-FB-MG,99_Parent_CA-FB-MG,Parent,"Mais lui il a pas de branchies, il d, il doit aller, il doit aller à la surface pour respirer.",670.0,676.0,20
409,CA-FB-MG,100_Parent_CA-FB-MG,Parent,Ouais.,676.0,677.0,1
413,CA-FB-MG,101_Parent_CA-FB-MG,Parent,"Ouais, je suis sûre.",677.0,679.0,4
417,CA-FB-MG,102_Parent_CA-FB-MG,Parent,Hmm.,679.0,685.0,1
421,CA-FB-MG,103_Parent_CA-FB-MG,Parent,Oui !! ,685.0,687.0,2
425,CA-FB-MG,104_Parent_CA-FB-MG,Parent,Bravo.,687.0,699.0,1
429,CA-FB-MG,105_Parent_CA-FB-MG,Parent,Narval ?,699.0,703.0,2
433,CA-FB-MG,106_Parent_CA-FB-MG,Parent,Maintenant ton tour.,703.0,708.0,3
437,CA-FB-MG,107_Parent_CA-FB-MG,Parent,Ok. Est-ce que c'est un animal ?,708.0,713.0,7
441,CA-FB-MG,108_Parent_CA-FB-MG,Parent,Est-ce que c'est un animal qui vit dans l'eau ?,713.0,720.0,10
445,CA-FB-MG,109_Parent_CA-FB-MG,Parent,Euh... est-ce que c'est un animal qui vole ?,720.0,727.0,9
449,CA-FB-MG,110_Parent_CA-FB-MG,Parent,Est-ce que... il court ?,727.0,731.0,5
453,CA-FB-MG,111_Parent_CA-FB-MG,Parent,"Plonger dans l'eau. Comme un, un canard ?",731.0,739.0,8
457,CA-FB-MG,112_Parent_CA-FB-MG,Parent,C'est un canard ?,739.0,742.0,4
461,CA-FB-MG,113_Parent_CA-FB-MG,Parent,Ça commence par quelle lettre ?,742.0,746.0,6
465,CA-FB-MG,114_Parent_CA-FB-MG,Parent,Quoi ?,746.0,748.0,2
469,CA-FB-MG,115_Parent_CA-FB-MG,Parent,""" P "". C'est un pélican ?",748.0,755.0,7
473,CA-FB-MG,116_Parent_CA-FB-MG,Parent,Euh est-ce que... qu'est-ce que ça mange ?,755.0,762.0,8
477,CA-FB-MG,117_Parent_CA-FB-MG,Parent,Et c'est pas un pélican ? Euh...,762.0,769.0,7
481,CA-FB-MG,118_Parent_CA-FB-MG,Parent,"Non, je donne pas ma langue au chat. C'est... euh... est-ce que... est-ce que, est-ce que c'est rare ?",769.0,793.0,19
485,CA-FB-MG,119_Parent_CA-FB-MG,Parent,Euh... c'est pas un pingouin ?,793.0,799.0,6
489,CA-FB-MG,120_Parent_CA-FB-MG,Parent,C'est un pingouin ?,799.0,802.0,4
493,CA-FB-MG,121_Parent_CA-FB-MG,Parent,"Ah ok, ben je l'ai trouvé. Bon.",802.0,808.0,7
497,CA-FB-MG,122_Parent_CA-FB-MG,Parent,"Non non, on va, on va arrêter le jeu maintenant. Je pense que c'était tout ça l'expérience. Je, t'en as fait combien ? Moi j'ai fait dauphin et...",808.0,820.0,28
501,CA-FB-MG,123_Parent_CA-FB-MG,Parent,"Ok, ben ça suffit non ?",820.0,823.0,6
505,CA-FB-MG,124_Parent_CA-FB-MG,Parent,"Qu'est-ce que, qu'est-ce que... ben euh rien, juste que c'est, on, on- on va voir si on a bien fait après. Mais qu'est-ce t'en a pensé ?",823.0,833.0,27
509,CA-FB-MG,125_Parent_CA-FB-MG,Parent,C'était dur ?,833.0,841.0,3
513,CA-FB-MG,126_Parent_CA-FB-MG,Parent,"Y avait trop de possibilités et en plus nous on ne faisait pas comme d'habi, d'habitude nous on fait que non et oui, là on pouvait dire toutes les que euh, toutes les questions. Mais si on peut dire toutes les questions c'est.",841.0,848.0,43
517,CA-FB-MG,127_Parent_CA-FB-MG,Parent,C'est plus facile.,848.0,851.0,3
521,CA-FB-MG,128_Parent_CA-FB-MG,Parent,Il y avait quoi ?,851.0,855.0,5
525,CA-FB-MG,129_Parent_CA-FB-MG,Parent,"Ça fait plus de possibilités mais on a plus de po, possibilités de questions aussi. Felix, qu'est-ce que tu fais là ?",855.0,865.0,22
529,CA-FB-MG,130_Parent_CA-FB-MG,Parent,Qu'est-ce que tu fais ? Hmm c'est pas à toi ça.,865.0,871.0,11
533,CA-FB-MG,131_Parent_CA-FB-MG,Parent,"Concentre-toi. Et à part ça, c'était facile ou difficile le jeu ?",871.0,876.0,12
537,CA-FB-MG,132_Parent_CA-FB-MG,Parent,"C'était difficile. Ah toi tu peux que penser à des animaux en plus. Ouais ? Non, arrête Felix s'te plait. Em... ok, tu veux faire un autre jeu ?",876.0,896.0,29
541,CA-FB-MG,133_Parent_CA-FB-MG,Parent,"Hahaha est-ce que ça mérite une récompense, haha. Euh... t'as bien dit devant la caméra tu penses ?",896.0,903.0,18
545,CA-FB-MG,134_Parent_CA-FB-MG,Parent,"Ça a été devant la, les caméras, t'as posé les bonnes questions ?",903.0,907.0,13
549,CA-FB-MG,135_Parent_CA-FB-MG,Parent,"Tu as posé les bonnes questions devant la camé et t'as bien, et t'es bien resté devant la caméra ?",907.0,915.0,20
553,CA-FB-MG,136_Parent_CA-FB-MG,Parent,"Ouais, c'est ça qui se passe quand tu réfléchis.",915.0,922.0,9
557,CA-FB-MG,137_Parent_CA-FB-MG,Parent,"Ok... Ok ben maintenant on, on va voir si... Felix qu'est-ce que tu fais ?",922.0,932.8,15
3,CA-FB-MG,138_Child_CA-FB-MG,Child,Oui.,4.0,23.0,1
7,CA-FB-MG,139_Child_CA-FB-MG,Child,Bou.,23.0,25.0,1
11,CA-FB-MG,140_Child_CA-FB-MG,Child,Bou.,25.0,27.0,1
15,CA-FB-MG,141_Child_CA-FB-MG,Child,Bou. Oui. Bou. Bou.,27.0,42.0,4
19,CA-FB-MG,142_Child_CA-FB-MG,Child,". Tu peux remplacer par une i, une image du casque de .",42.0,49.0,13
23,CA-FB-MG,143_Child_CA-FB-MG,Child,"Quoi ! Allez, il y des jeux ils arrivent à faire ça.",49.0,55.0,12
27,CA-FB-MG,144_Child_CA-FB-MG,Child,"Ben oui, sur des vidéos. Hmm hmm hmm.",55.0,72.0,8
31,CA-FB-MG,145_Child_CA-FB-MG,Child,Hehe.,72.0,77.0,1
35,CA-FB-MG,146_Child_CA-FB-MG,Child,Non.,77.0,82.0,1
39,CA-FB-MG,147_Child_CA-FB-MG,Child,Quoi ?,82.0,85.0,2
43,CA-FB-MG,148_Child_CA-FB-MG,Child,Ben non.,85.0,87.0,2
47,CA-FB-MG,149_Child_CA-FB-MG,Child,Hahaha. ,87.0,99.0,1
51,CA-FB-MG,150_Child_CA-FB-MG,Child,C'est quoi ?,99.0,106.0,3
55,CA-FB-MG,151_Child_CA-FB-MG,Child,Mais je connais déjà.,106.0,111.0,4
59,CA-FB-MG,152_Child_CA-FB-MG,Child,Est-ce que c'est... est-ce que ça vit sur terre ?,111.0,125.0,10
67,CA-FB-MG,153_Child_CA-FB-MG,Child,Est-ce que c'est un verbe ?,128.0,134.0,6
71,CA-FB-MG,154_Child_CA-FB-MG,Child,Est-ce que c'est un pronom ?,134.0,139.0,6
75,CA-FB-MG,155_Child_CA-FB-MG,Child,"Euuuuh... est-ce que... ça commence par un "" S "" ?",139.0,152.0,11
79,CA-FB-MG,156_Child_CA-FB-MG,Child,"Ça commence par un "" C "" ?",152.0,154.0,8
83,CA-FB-MG,157_Child_CA-FB-MG,Child,"Ça commence par un "" E "" ?",154.0,156.0,8
87,CA-FB-MG,158_Child_CA-FB-MG,Child,"Ça commence par un "" I "" ?",156.0,159.0,8
91,CA-FB-MG,159_Child_CA-FB-MG,Child,Hahaha.,159.0,160.0,1
95,CA-FB-MG,160_Child_CA-FB-MG,Child,"Ça commence par un "" F "" ?",160.0,167.0,8
99,CA-FB-MG,161_Child_CA-FB-MG,Child,Hihi.,167.0,175.0,1
103,CA-FB-MG,162_Child_CA-FB-MG,Child,Mais est-ce que c'est une insulte ?,175.0,179.0,7
107,CA-FB-MG,163_Child_CA-FB-MG,Child,Ahah!,179.0,182.0,1
111,CA-FB-MG,164_Child_CA-FB-MG,Child,Hahahaha.,182.0,198.0,1
115,CA-FB-MG,165_Child_CA-FB-MG,Child,"Quoi, c'est mon tour ?",198.0,205.0,5
119,CA-FB-MG,166_Child_CA-FB-MG,Child,Mais il y en a très peu.,205.0,212.0,7
123,CA-FB-MG,167_Child_CA-FB-MG,Child,Quoi ?,212.0,215.0,2
127,CA-FB-MG,168_Child_CA-FB-MG,Child,Quoi ?,215.0,219.0,2
131,CA-FB-MG,169_Child_CA-FB-MG,Child,Ouais.,219.0,221.0,1
135,CA-FB-MG,170_Child_CA-FB-MG,Child,Hmm.,221.0,226.0,1
139,CA-FB-MG,171_Child_CA-FB-MG,Child,C'est quoi une catégorie ?,226.0,229.0,5
143,CA-FB-MG,172_Child_CA-FB-MG,Child,Est-ce que c'est un animal ?,229.0,231.0,6
147,CA-FB-MG,173_Child_CA-FB-MG,Child,"Est-ce que c'est pas un mot, c'est un nom, c'est un pronom ?",231.0,242.0,13
151,CA-FB-MG,174_Child_CA-FB-MG,Child,"Alors, c'est un poisson ?",242.0,246.0,5
155,CA-FB-MG,175_Child_CA-FB-MG,Child,Hihihi. C'est un insecte ?,246.0,251.0,5
159,CA-FB-MG,176_Child_CA-FB-MG,Child,"Un in, un insecte c'est pas animal, un animal, c'est un insecte.",251.0,259.0,12
163,CA-FB-MG,177_Child_CA-FB-MG,Child,"Mais non, c'est un insecte.",259.0,264.0,5
167,CA-FB-MG,178_Child_CA-FB-MG,Child,C'est quoi ?,264.0,272.0,3
171,CA-FB-MG,179_Child_CA-FB-MG,Child,Est-ce que c'est un ordinateur ?,272.0,277.0,6
175,CA-FB-MG,180_Child_CA-FB-MG,Child,Est-ce que c'est une robe ?,277.0,282.0,6
179,CA-FB-MG,181_Child_CA-FB-MG,Child,Est-ce que c'est une porte ?,282.0,286.0,6
183,CA-FB-MG,182_Child_CA-FB-MG,Child,Est-ce que c'est ton casque ?,286.0,290.0,6
187,CA-FB-MG,183_Child_CA-FB-MG,Child,Est-ce que c'est ton micro ?,290.0,295.0,6
191,CA-FB-MG,184_Child_CA-FB-MG,Child, très peu.,295.0,304.0,2
195,CA-FB-MG,185_Child_CA-FB-MG,Child,Est-ce que ça a des pieds ?,304.0,319.0,7
199,CA-FB-MG,186_Child_CA-FB-MG,Child,Alors est-ce que ça a des pieds d'humain ?,319.0,323.0,9
203,CA-FB-MG,187_Child_CA-FB-MG,Child,Hahaha.,323.0,334.0,1
207,CA-FB-MG,188_Child_CA-FB-MG,Child,À quoi ça sert ?,334.0,346.0,5
211,CA-FB-MG,189_Child_CA-FB-MG,Child,Haha. Brosse à dents.,346.0,349.0,4
215,CA-FB-MG,190_Child_CA-FB-MG,Child,J'aurais dû y penser après toutes ces années.,349.0,353.0,8
219,CA-FB-MG,191_Child_CA-FB-MG,Child,"Pourquoi, pourquoi pas un animal ?",353.0,360.0,6
223,CA-FB-MG,192_Child_CA-FB-MG,Child,Et pourquoi pas un animal ?,360.0,364.0,6
227,CA-FB-MG,193_Child_CA-FB-MG,Child,"Et pourquoi, et allez, est-ce que je peux faire un animal ?",364.0,369.0,12
231,CA-FB-MG,194_Child_CA-FB-MG,Child,Hm!,369.0,373.0,1
235,CA-FB-MG,195_Child_CA-FB-MG,Child,Prêt.,373.0,387.0,1
239,CA-FB-MG,196_Child_CA-FB-MG,Child,Oui. Hahaha.,387.0,394.0,2
243,CA-FB-MG,197_Child_CA-FB-MG,Child,Non.,394.0,398.0,1
247,CA-FB-MG,198_Child_CA-FB-MG,Child,Oui. Et aussi euh non. Ça peut aller sur le parterre mais aussi c'est sur un autre truc.,398.0,412.0,18
251,CA-FB-MG,199_Child_CA-FB-MG,Child,Ben oui.,412.0,417.0,2
255,CA-FB-MG,200_Child_CA-FB-MG,Child,Ben oui.,417.0,423.0,2
259,CA-FB-MG,201_Child_CA-FB-MG,Child,Oui.,423.0,425.0,1
263,CA-FB-MG,202_Child_CA-FB-MG,Child,Oui.,425.0,429.0,1
267,CA-FB-MG,203_Child_CA-FB-MG,Child,Non.,429.0,437.0,1
271,CA-FB-MG,204_Child_CA-FB-MG,Child,Oui.,437.0,445.0,1
275,CA-FB-MG,205_Child_CA-FB-MG,Child,"Ben, je vais dire, j'en ai jamais vu un.",445.0,450.0,9
279,CA-FB-MG,206_Child_CA-FB-MG,Child,"Ah pardon, Bare Bears.",450.0,455.0,4
283,CA-FB-MG,207_Child_CA-FB-MG,Child,Non.,455.0,458.0,1
287,CA-FB-MG,208_Child_CA-FB-MG,Child,Non.,458.0,463.0,1
291,CA-FB-MG,209_Child_CA-FB-MG,Child,"Haha. Non, non là... ah... je dois repondre oui ou non, c'est ça le but.",463.0,475.0,15
295,CA-FB-MG,210_Child_CA-FB-MG,Child,Nah !,475.0,477.0,2
299,CA-FB-MG,211_Child_CA-FB-MG,Child,Mais j'aurais pu dire qu'est-ce que c'est ? Hihi.,477.0,487.0,9
303,CA-FB-MG,212_Child_CA-FB-MG,Child,""" C "" ou "" K "" ou pff.",487.0,494.0,9
307,CA-FB-MG,213_Child_CA-FB-MG,Child,""" C "" ou "" K """,494.0,499.0,7
311,CA-FB-MG,214_Child_CA-FB-MG,Child,Mais oui.,499.0,503.0,2
315,CA-FB-MG,215_Child_CA-FB-MG,Child,Ah.,503.0,514.0,1
319,CA-FB-MG,216_Child_CA-FB-MG,Child,Est-ce que ça pue ?,514.0,516.0,5
323,CA-FB-MG,217_Child_CA-FB-MG,Child,Hahaha.,516.0,523.0,1
327,CA-FB-MG,218_Child_CA-FB-MG,Child,Hahaha. Est-ce que c'est un savon ?,523.0,529.0,7
331,CA-FB-MG,219_Child_CA-FB-MG,Child,Est-ce que c'est une baignoire ?,529.0,532.0,6
335,CA-FB-MG,220_Child_CA-FB-MG,Child,Hehe.,532.0,536.0,1
339,CA-FB-MG,221_Child_CA-FB-MG,Child,Hihi. Est-ce que c'est rouge ?,536.0,541.0,6
343,CA-FB-MG,222_Child_CA-FB-MG,Child,Est-ce que c'est vert ?,541.0,544.0,5
347,CA-FB-MG,223_Child_CA-FB-MG,Child,Est-ce que ça fait caca ? Hihi.,544.0,553.0,7
351,CA-FB-MG,224_Child_CA-FB-MG,Child,Est-ce que c'est un animal alors ?,553.0,558.0,7
355,CA-FB-MG,225_Child_CA-FB-MG,Child,Est-ce que c'est violet ?,558.0,560.0,5
359,CA-FB-MG,226_Child_CA-FB-MG,Child,Ah. Est-ce que c'est un colibri ?,560.0,564.0,7
363,CA-FB-MG,227_Child_CA-FB-MG,Child,Est-ce que ça vole ? Est-ce que ça va sur terre ?,564.0,567.0,12
367,CA-FB-MG,228_Child_CA-FB-MG,Child,Est-ce que ça nage ?,567.0,569.0,5
371,CA-FB-MG,229_Child_CA-FB-MG,Child,Ha ! Euh... est-ce que c'est un poisson clown ?,569.0,577.0,10
375,CA-FB-MG,230_Child_CA-FB-MG,Child,Est-ce que ça vient de Nemo ?,577.0,589.0,7
379,CA-FB-MG,231_Child_CA-FB-MG,Child,Ah mais alors est-ce... c'est quoi ?,589.0,596.0,7
383,CA-FB-MG,232_Child_CA-FB-MG,Child,"Um... Quand je réfléchis, je mets toujours les yeux là-bas. Je sais pas pourquoi mais... euh... est-ce que ça a des dents ?",596.0,623.0,23
387,CA-FB-MG,233_Child_CA-FB-MG,Child,Est-ce que ça a des branchies ?,623.0,630.0,7
391,CA-FB-MG,234_Child_CA-FB-MG,Child,Tu sais pas ?,630.0,637.0,4
395,CA-FB-MG,235_Child_CA-FB-MG,Child,Tu ne sais pas ?,637.0,642.0,5
399,CA-FB-MG,236_Child_CA-FB-MG,Child,"T'es sûre ? Bon alors, je vais te dire un truc. Maintenant je vais te dire un truc, je vais dire un truc. Alors, ceux qui ont la na, maman ? Tu m'écoutes ? Maman, tu m'écoutes ? Maman, tu m'écoutes ? Maman ?",642.0,657.0,44
403,CA-FB-MG,237_Child_CA-FB-MG,Child,"Eh ben, ceux qui ont la nageoire aplatie, ça n'a pas de branchies, donc ça doit aller à la surface pour respirer. Sinon ceux qui ont comme ça, comme les poissons et les requins, ils euh, ils ont des branchies.",657.0,675.0,40
407,CA-FB-MG,238_Child_CA-FB-MG,Child,Ah bon ?,675.0,676.0,3
411,CA-FB-MG,239_Child_CA-FB-MG,Child,Sûre ?,676.0,677.0,2
415,CA-FB-MG,240_Child_CA-FB-MG,Child,Ça a la nageoire comme ça ?,677.0,680.0,7
419,CA-FB-MG,241_Child_CA-FB-MG,Child,Ah donc... est-ce que c'est un dauphin ?,680.0,686.0,8
423,CA-FB-MG,242_Child_CA-FB-MG,Child,Haha.,686.0,688.0,1
427,CA-FB-MG,243_Child_CA-FB-MG,Child,"Moi je connais plein d'animaux qui ont la queue comme ça, la baleine, le dauphin, euh et le... je me rappelle plus. Haha.",688.0,700.0,23
431,CA-FB-MG,244_Child_CA-FB-MG,Child,Ah oui li ! Voilà.,700.0,706.0,5
435,CA-FB-MG,245_Child_CA-FB-MG,Child,Prêt.,706.0,711.0,1
439,CA-FB-MG,246_Child_CA-FB-MG,Child,Oui.,711.0,716.0,1
443,CA-FB-MG,247_Child_CA-FB-MG,Child,Non.,716.0,723.0,1
447,CA-FB-MG,248_Child_CA-FB-MG,Child,Non.,723.0,728.0,1
451,CA-FB-MG,249_Child_CA-FB-MG,Child,"Um ça peut, ça peut plonger dans l'eau.",728.0,736.0,8
455,CA-FB-MG,250_Child_CA-FB-MG,Child,Euh ouais.,736.0,740.0,2
459,CA-FB-MG,251_Child_CA-FB-MG,Child,Non.,740.0,744.0,1
463,CA-FB-MG,252_Child_CA-FB-MG,Child,""" P "".",744.0,747.0,3
467,CA-FB-MG,253_Child_CA-FB-MG,Child,""" P "".",747.0,751.0,3
471,CA-FB-MG,254_Child_CA-FB-MG,Child,Nan.,751.0,760.0,1
475,CA-FB-MG,255_Child_CA-FB-MG,Child,Du poisson.,760.0,766.0,2
479,CA-FB-MG,256_Child_CA-FB-MG,Child,Tuu donnes ta langue au chat ?,766.0,785.0,7
483,CA-FB-MG,257_Child_CA-FB-MG,Child,Ben... Pose des questions d'abord parce que c'est  ouaisss.,785.0,797.0,9
487,CA-FB-MG,258_Child_CA-FB-MG,Child,Si. Haha. Si.,797.0,800.0,3
491,CA-FB-MG,259_Child_CA-FB-MG,Child,Hahaha mais voilà.,800.0,806.0,3
495,CA-FB-MG,260_Child_CA-FB-MG,Child,"Un encore, .",806.0,817.0,3
499,CA-FB-MG,261_Child_CA-FB-MG,Child,"T'en as fait deux, j'en ai fait deux.",817.0,822.0,8
503,CA-FB-MG,262_Child_CA-FB-MG,Child,Ouais. Qu'est-ce qu'on fait d'autre après ?,822.0,832.0,7
507,CA-FB-MG,263_Child_CA-FB-MG,Child,Que c'était dur.,832.0,835.0,3
511,CA-FB-MG,264_Child_CA-FB-MG,Child,Ben oui parce que c'est pas le jeu que je fais d'habitude. Et on avait trop de possibilités.,835.0,848.0,18
515,CA-FB-MG,265_Child_CA-FB-MG,Child,Et aussi il y avait les objets.,848.0,850.0,7
519,CA-FB-MG,266_Child_CA-FB-MG,Child,Quoi ?,850.0,852.0,2
523,CA-FB-MG,267_Child_CA-FB-MG,Child,Et aussi j'avais les objets. Ça fait plus de possibilités.,852.0,864.0,10
527,CA-FB-MG,268_Child_CA-FB-MG,Child,Quoi ?,864.0,870.0,2
531,CA-FB-MG,269_Child_CA-FB-MG,Child,Ah ouais.,870.0,875.0,2
535,CA-FB-MG,270_Child_CA-FB-MG,Child,Difficile.,875.0,892.0,1
539,CA-FB-MG,271_Child_CA-FB-MG,Child,Hmm est-ce que ça mérite une récompense ?,892.0,902.0,8
543,CA-FB-MG,272_Child_CA-FB-MG,Child,Quoi ?,902.0,906.0,2
547,CA-FB-MG,273_Child_CA-FB-MG,Child,Quoi ?,906.0,912.0,2
551,CA-FB-MG,274_Child_CA-FB-MG,Child,"Oui, je réfléchis, j'ai mes yeux...",912.0,917.0,6
555,CA-FB-MG,275_Child_CA-FB-MG,Child,Ouais alors je peux pas.,917.0,932.0,5
559,CA-FB-MG,276_Child_CA-FB-MG,Child,Haha.,932.0,932.8,1
45,CA-FB-MG,277_Pèred'Child_CA-FB-MG,Pèred'Child,"Oui, il est tout seul, ouais.",86.0,932.8,6
401,CA-FB-MG,278_Mamand'Child_CA-FB-MG,Mamand'Child,Oui.,655.0,932.8,1
1,CA-BO-IO,0_Parent_CA-BO-IO,Parent,"Okay. So, Child, we're gonna play a little game and then we're gonna, uh, and then we're going to talk about it afterwards. Okay? Um, so the game is we're gonna take turns and w-we have to guess the, uh, what the other, the word the other person is thinking. Okay? And so guess, you're gonna ask different questions, and I'm gonna ask you different questions. Okay? And we'll play for like, 10 minutes or so. Okay? Is that clear?",11.0,47.0,80
5,CA-BO-IO,1_Parent_CA-BO-IO,Parent,"Okay. So um, I will... I have a word in, i-in my head.",47.0,55.0,13
9,CA-BO-IO,2_Parent_CA-BO-IO,Parent,Okay. And I'd like you to guess it. Okay? So...,55.0,71.0,10
13,CA-BO-IO,3_Parent_CA-BO-IO,Parent,It is not an animal.,71.0,84.0,5
17,CA-BO-IO,4_Parent_CA-BO-IO,Parent,"No, it's not a human either.",84.0,88.0,6
21,CA-BO-IO,5_Parent_CA-BO-IO,Parent,It's not a human.,88.0,101.0,4
25,CA-BO-IO,6_Parent_CA-BO-IO,Parent,"So it's not an animal, it's not a human. What else could it be maybe?",101.0,111.0,15
29,CA-BO-IO,7_Parent_CA-BO-IO,Parent,"No. A bird is an animal, right?",111.0,118.0,7
33,CA-BO-IO,8_Parent_CA-BO-IO,Parent,"An insect is also an animal. So we know it's not an animal. What, what are other things that are not animals?",118.0,146.0,22
37,CA-BO-IO,9_Parent_CA-BO-IO,Parent,"It can be anything, but we know it's not an animal.  Nothing?",146.0,167.0,12
41,CA-BO-IO,10_Parent_CA-BO-IO,Parent,What are the things that are not animals? It's just things that are not animals.,167.0,176.0,15
45,CA-BO-IO,11_Parent_CA-BO-IO,Parent,"Tools. Yeah, this is a kind of tool.",176.0,187.0,8
49,CA-BO-IO,12_Parent_CA-BO-IO,Parent,"It's electric? Some of them are, some of them are electric. You, you... Yeah. You use one that's electric, but I use one that isn't electric, or mommy also uses one that's... She always uses an electric one. Your sister never uses an electrical one.",187.0,230.0,45
53,CA-BO-IO,13_Parent_CA-BO-IO,Parent," No, it's, it's not that. ",230.0,239.0,5
57,CA-BO-IO,14_Parent_CA-BO-IO,Parent,"No, it's not that. But you, but all of us use it. All of us use it in, uh, in the morning and in the evening. Well, what  in the morning and what do we do before we go to bed?",239.0,277.0,41
61,CA-BO-IO,15_Parent_CA-BO-IO,Parent,"Yeah. So what do w-, so what do we use?",277.0,284.0,10
65,CA-BO-IO,16_Parent_CA-BO-IO,Parent,A toothbrush. That's the...,284.0,285.0,4
69,CA-BO-IO,17_Parent_CA-BO-IO,Parent,...word. Exactly. Excellent.,285.0,289.0,3
73,CA-BO-IO,18_Parent_CA-BO-IO,Parent,Ah.,289.0,291.0,1
77,CA-BO-IO,19_Parent_CA-BO-IO,Parent,"Yeah, your turn. One second. I need to just quickly get, uh, my adapter. Hold on. ",291.0,322.0,16
85,CA-BO-IO,20_Parent_CA-BO-IO,Parent,"Okay, all right. Your turn.",327.0,335.0,5
89,CA-BO-IO,21_Parent_CA-BO-IO,Parent,You have a word? Okay. Is it an animal?,335.0,342.0,9
93,CA-BO-IO,22_Parent_CA-BO-IO,Parent,It is?,342.0,344.0,2
97,CA-BO-IO,23_Parent_CA-BO-IO,Parent,"Uh, is it a machine?",344.0,355.0,5
101,CA-BO-IO,24_Parent_CA-BO-IO,Parent,I-,355.0,357.0,1
105,CA-BO-IO,25_Parent_CA-BO-IO,Parent,"Is it, is your word a machine? No?",357.0,367.0,8
109,CA-BO-IO,26_Parent_CA-BO-IO,Parent,"Is it, um, is it in France?",367.0,378.0,7
113,CA-BO-IO,27_Parent_CA-BO-IO,Parent,No? Is it in space?,378.0,384.0,5
117,CA-BO-IO,28_Parent_CA-BO-IO,Parent,Is it a planet?,384.0,391.0,4
121,CA-BO-IO,29_Parent_CA-BO-IO,Parent,It doesn't exist.,391.0,393.0,3
125,CA-BO-IO,30_Parent_CA-BO-IO,Parent,Okay.,393.0,398.0,1
129,CA-BO-IO,31_Parent_CA-BO-IO,Parent,So it's God?,398.0,406.0,3
133,CA-BO-IO,32_Parent_CA-BO-IO,Parent,"Uh, we-, wait. Okay. So it's something that doesn't exist?",406.0,425.0,10
137,CA-BO-IO,33_Parent_CA-BO-IO,Parent,"Ah, we don't know if it exists. Is it from mythology?",425.0,439.0,11
141,CA-BO-IO,34_Parent_CA-BO-IO,Parent,Of...,439.0,439.0,1
145,CA-BO-IO,35_Parent_CA-BO-IO,Parent,Of which?,439.0,444.0,2
149,CA-BO-IO,36_Parent_CA-BO-IO,Parent,It's not mythology.,444.0,447.0,3
153,CA-BO-IO,37_Parent_CA-BO-IO,Parent,"Um, is it science?",447.0,467.0,4
157,CA-BO-IO,38_Parent_CA-BO-IO,Parent,"Ah, it's a creature. It's a mythical creature. No, it's not a mythical creature. It's a fantasy creature. Aliens?",467.0,479.0,19
161,CA-BO-IO,39_Parent_CA-BO-IO,Parent," All right, pretty good. That was a good one.",479.0,483.0,9
165,CA-BO-IO,40_Parent_CA-BO-IO,Parent,"It's an alien. Okay, cool. All right. Uh, I have another one. Okay? You ready?",483.0,491.0,15
169,CA-BO-IO,41_Parent_CA-BO-IO,Parent,"Okay. When you're ready, you can guess.",491.0,496.0,7
173,CA-BO-IO,42_Parent_CA-BO-IO,Parent,It is not an animal.,496.0,502.0,5
177,CA-BO-IO,43_Parent_CA-BO-IO,Parent,It's not a human.,502.0,507.0,4
181,CA-BO-IO,44_Parent_CA-BO-IO,Parent,Correct.,507.0,517.0,1
185,CA-BO-IO,45_Parent_CA-BO-IO,Parent,Yes.,517.0,518.0,1
189,CA-BO-IO,46_Parent_CA-BO-IO,Parent,"Well, yes.",518.0,525.0,2
193,CA-BO-IO,47_Parent_CA-BO-IO,Parent,Yes.,525.0,531.0,1
197,CA-BO-IO,48_Parent_CA-BO-IO,Parent,"I guess, hold on.",531.0,532.0,4
201,CA-BO-IO,49_Parent_CA-BO-IO,Parent,So...,532.0,533.0,1
205,CA-BO-IO,50_Parent_CA-BO-IO,Parent,"What, what's not in space? ",533.0,540.0,5
209,CA-BO-IO,51_Parent_CA-BO-IO,Parent,"Because we're, in theory, in space.",540.0,546.0,6
213,CA-BO-IO,52_Parent_CA-BO-IO,Parent,We're not in space?,546.0,548.0,4
217,CA-BO-IO,53_Parent_CA-BO-IO,Parent,Okay. So this is not in space either.,548.0,568.0,8
221,CA-BO-IO,54_Parent_CA-BO-IO,Parent,Yeah. I mean...,568.0,569.0,3
225,CA-BO-IO,55_Parent_CA-BO-IO,Parent,"Uh, yeah...",569.0,569.0,2
229,CA-BO-IO,56_Parent_CA-BO-IO,Parent,I mean...,569.0,572.0,2
233,CA-BO-IO,57_Parent_CA-BO-IO,Parent,"No, and it's... I, I should c-, I should say I made a  Uh, it's not i-, not in space.",572.0,582.0,20
237,CA-BO-IO,58_Parent_CA-BO-IO,Parent,So...,582.0,583.0,1
241,CA-BO-IO,59_Parent_CA-BO-IO,Parent,"Yeah, yeah.",583.0,592.0,2
245,CA-BO-IO,60_Parent_CA-BO-IO,Parent,No.,592.0,611.0,1
249,CA-BO-IO,61_Parent_CA-BO-IO,Parent,"No, it's not a tool. Um, what's... Okay. So it's on... But, it's not on water, but it's o-on, on the planet.",611.0,630.0,22
253,CA-BO-IO,62_Parent_CA-BO-IO,Parent,"So it's on the planet and it's not an animal, and it's not an  It's not a tool.",630.0,648.0,18
257,CA-BO-IO,63_Parent_CA-BO-IO,Parent,"No, it's not a mountain.",648.0,651.0,5
